Form,CSV column,Matched field label,Domain,Score,Matched
FrSBe,"23. AUJOURD'HUI, je commence des choses, mais je n'arrive pas à les finir, ça to",23 aujourd hui je commence des choses mais je n arrive pas à les finir ça tombe à l eau,Behaviour,1.0,Yes
FrSBe,"24. AVANT BLESSURE OU MALADIE, je ne manifeste pas beaucoup d'émotions, je suis ",24 avant blessure ou maladie je ne manifeste pas beaucoup d émotions je suis pas concerné e ou insensible,Behaviour,1.0,Yes
FrSBe,"24. AUJOURD'HUI, je ne manifeste pas beaucoup d'émotions, je suis pas concerné(e",24 aujourd hui je ne manifeste pas beaucoup d émotions je suis pas concerné e ou insensible,Behaviour,1.0,Yes
FrSBe,"25. AVANT BLESSURE OU MALADIE, j'oublie de faire des choses, et puis je m'en sou",25 avant blessure ou maladie j oublie de faire des choses et puis je m en souviens quand on me les rapelle ou quand il est trop tard,Behaviour,1.0,Yes
FrSBe,"25. AUJOURD'HUI, j'oublie de faire des choses, et puis je m'en souviens quand on",25 aujourd hui j oublie de faire des choses et puis je m en souviens quand on me les rapelle ou quand il est trop tard,Behaviour,1.0,Yes
FrSBe,"26. AVANT BLESSURE OU MALADIE, je suis rigide, je suis incapable de changer mes ",26 avant blessure ou maladie je suis rigide je suis incapable de changer mes habitudes,Behaviour,1.0,Yes
FrSBe,"26. AUJOURD'HUI, je suis rigide, je suis incapable de changer mes habitudes. ",26 aujourd hui je suis rigide je suis incapable de changer mes habitudes,Behaviour,1.0,Yes
FrSBe,"27. AVANT BLESSURE OU MALADIE, j'ai des ennuis avec la loi ou les autorités. ",27 avant blessure ou maladie j ai des ennuis avec la loi ou les autorités,Behaviour,1.0,Yes
FrSBe,"27. AUJOURD'HUI, j'ai des ennuis avec la loi ou les autorités. ",27 aujourd hui j ai des ennuis avec la loi ou les autorités,Behaviour,1.0,Yes
FrSBe,"28. AVANT BLESSURE OU MALADIE, je fais des choses dangeureuses juste pour m'amus",28 avant blessure ou maladie je fais des choses dangeureuses juste pour m amuser,Behaviour,1.0,Yes
FrSBe,"28. AUJOURD'HUI, je fais des choses dangeureuses juste pour m'amuser. ",28 aujourd hui je fais des choses dangeureuses juste pour m amuser,Behaviour,1.0,Yes
FrSBe,"29. AVANT BLESSURE OU MALADIE, je me déplace lentement, je manque d'énergie, je ",29 avant blessure ou maladie je me déplace lentement je manque d énergie je suis inactif ve,Behaviour,1.0,Yes
FrSBe,"29. AUJOURD'HUI, je me déplace lentement, je manque d'énergie, je suis inactif(v",29 aujourd hui je me déplace lentement je manque d énergie je suis inactif ve,Behaviour,1.0,Yes
FrSBe,"30. AVANT BLESSURE OU MALADIE, je suis trop bête, j'ai un humour puéril.  ",30 avant blessure ou maladie je suis trop bête j ai un humour puéril,Behaviour,1.0,Yes
FrSBe,"30. AUJOURD'HUI, je suis trop bête, j'ai un humour puéril.  ",30 aujourd hui je suis trop bête j ai un humour puéril,Behaviour,1.0,Yes
FrSBe,"31. AVANT BLESSURE OU MALADIE, je trouve que la nourriture n'a pas de goût ni d'",31 avant blessure ou maladie je trouve que la nourriture n a pas de goût ni d odeur,Behaviour,1.0,Yes
FrSBe,"31. AUJOURD'HUI, je trouve que la nourriture n'a pas de goût ni d'odeur. ",31 aujourd hui je trouve que la nourriture n a pas de goût ni d odeur,Behaviour,1.0,Yes
FrSBe,"32. AVANT BLESSURE OU MALADIE, je dis des gros mots. ",32 avant blessure ou maladie je dis des gros mots,Behaviour,1.0,Yes
FrSBe,"32. AUJOURD'HUI, je dis des gros mots. ",32 aujourd hui je dis des gros mots,Behaviour,1.0,Yes
FrSBe,"33. AVANT BLESSURE OU MALADIE, je m'excuse de mes écarts de comportement (par ex",33 avant blessure ou maladie je m excuse de mes écarts de comportement par exemple je m excuse de dire des gros mots,Behaviour,1.0,Yes
FrSBe,"33. AUJOURD'HUI, je m'excuse de mes écarts de comportement (par exemple, je m'ex",33 aujourd hui je m excuse de mes écarts de comportement par exemple je m excuse de dire des gros mots,Behaviour,1.0,Yes
FrSBe,"34. AVANT BLESSURE OU MALADIE, je fais attention, je me concentre, même quand il",34 avant blessure ou maladie je fais attention je me concentre même quand il y a des distractions,Behaviour,1.0,Yes
FrSBe,"34. AUJOURD'HUI, je fais attention, je me concentre, même quand il y a des distr",34 aujourd hui je fais attention je me concentre même quand il y a des distractions,Behaviour,1.0,Yes
FrSBe,"35. AVANT BLESSURE OU MALADIE, je réfléchis avant d'agir (par exemple, je pense ",35 avant blessure ou maladie je réfléchis avant d agir par exemple je pense au budget avant de dépenser de l argent,Behaviour,1.0,Yes
FrSBe,"35. AUJOURD'HUI, je réfléchis avant d'agir (par exemple, je pense au budget avan",35 aujourd hui je réfléchis avant d agir par exemple je pense au budget avant de dépenser de l argent,Behaviour,1.0,Yes
FrSBe,"36. AVANT BLESSURE OU MALADIE, j'utilise des stratégies pour me souvenir des cho",36 avant blessure ou maladie j utilise des stratégies pour me souvenir des choses importantes par exemple j écris des notes pour moi même,Behaviour,1.0,Yes
FrSBe,"36. AUJOURD'HUI, j'utilise des stratégies pour me souvenir des choses importante",36 aujourd hui j utilise des stratégies pour me souvenir des choses importantes par exemple j écris des notes pour moi même,Behaviour,1.0,Yes
FrSBe,"37. AVANT BLESSURE OU MALADIE, je suis capable de faire des projets. ",37 avant blessure ou maladie je suis capable de faire des projets,Behaviour,1.0,Yes
FrSBe,"37. AUJOURD'HUI, je suis capable de faire des projets. ",37 aujourd hui je suis capable de faire des projets,Behaviour,1.0,Yes
FrSBe,"38. AVANT BLESSURE OU MALADIE, je suis attiré(e) par le sexe. ",38 avant blessure ou maladie je suis attiré e par le sexe,Behaviour,1.0,Yes
FrSBe,"38. AUJOURD'HUI, je suis attiré(e) par le sexe. ",38 aujourd hui je suis attiré e par le sexe,Behaviour,1.0,Yes
FrSBe,"39. AVANT BLESSURE OU MALADIE, je fais attention à mon aspect extérieur (par exe",39 avant blessure ou maladie je fais attention à mon aspect extérieur par exemple je soigne ma présentation tous les jours,Behaviour,1.0,Yes
FrSBe,"39. AUJOURD'HUI, je fais attention à mon aspect extérieur (par exemple, je soign",39 aujourd hui je fais attention à mon aspect extérieur par exemple je soigne ma présentation tous les jours,Behaviour,1.0,Yes
FrSBe,"40. AVANT BLESSURE OU MALADIE, je tire bénéfice des réactions que je provoque, j",40 avant blessure ou maladie je tire bénéfice des réactions que je provoque j accepte les critiques et les réactions des autres,Behaviour,1.0,Yes
FrSBe,"40. AUJOURD'HUI, je tire bénéfice des réactions que je provoque, j'accepte les c",40 aujourd hui je tire bénéfice des réactions que je provoque j accepte les critiques et les réactions des autres,Behaviour,1.0,Yes
FrSBe,"41. AVANT BLESSURE OU MALADIE, je me lance spontanément dans des activités ou de",41 avant blessure ou maladie je me lance spontanément dans des activités ou des passe temps,Behaviour,1.0,Yes
FrSBe,"41. AUJOURD'HUI, je me lance spontanément dans des activités ou des passe-temps.",41 aujourd hui je me lance spontanément dans des activités ou des passe temps,Behaviour,1.0,Yes
FrSBe,"42. AVANT BLESSURE OU MALADIE, je fais mes choses sans qu'on me le demande. ",42 avant blessure ou maladie je fais mes choses sans qu on me le demande,Behaviour,1.0,Yes
FrSBe,"42. AUJOURD'HUI, je fais mes choses sans qu'on me le demande. ",42 aujourd hui je fais mes choses sans qu on me le demande,Behaviour,1.0,Yes
FrSBe,"43. AVANT BLESSURE OU MALADIE, je suis sensible aux besoins d'autrui. ",43 avant blessure ou maladie je suis sensible aux besoins d autrui,Behaviour,1.0,Yes
FrSBe,"43. AUJOURD'HUI, je suis sensible aux besoins d'autrui. ",43 aujourd hui je suis sensible aux besoins d autrui,Behaviour,1.0,Yes
FrSBe,"44. AVANT BLESSURE OU MALADIE, je m'entends bien avec les autres gens. ",44 avant blessure ou maladie je m entends bien avec les autres gens,Behaviour,1.0,Yes
FrSBe,"44. AUJOURD'HUI, je m'entends bien avec les autres gens. ",44 aujourd hui je m entends bien avec les autres gens,Behaviour,1.0,Yes
FrSBe,"45. AVANT BLESSURE OU MALADIE, j'agis conformément à mon âge. ",45 avant blessure ou maladie j agis conformément à mon âge,Behaviour,1.0,Yes
FrSBe,"45. AUJOURD'HUI, j'agis conformément à mon âge. ",45 aujourd hui j agis conformément à mon âge,Behaviour,1.0,Yes
FrSBe,"46. AVANT BLESSURE OU MALADIE, je peux facilement engager une conversation. ",46 avant blessure ou maladie je peux facilement engager une conversation,Behaviour,1.0,Yes
FrSBe,"46. AUJOURD'HUI, je peux facilement engager une conversation. ",46 aujourd hui je peux facilement engager une conversation,Behaviour,1.0,Yes
FrSBe,Apathy Score (Before),apathy score before,Composite Scores,1.0,Yes
FrSBe,Apathy Score (After),apathy score after,Composite Scores,1.0,Yes
FrSBe,Disinhibition Score (Before),disinhibition score before,Composite Scores,1.0,Yes
FrSBe,Disinhibition Score (After),disinhibition score after,Composite Scores,1.0,Yes
FrSBe,Executive Dysfunction Score (Before),executive dysfunction score before,Composite Scores,1.0,Yes
FrSBe,Executive Dysfunction Score (After),executive dysfunction score after,Composite Scores,1.0,Yes
MBIC,Questionnaire completed:     Questionnaire rempli:  ,questionnaire completed questionnaire rempli,Admin,1.0,Yes
MBIC,Who filled out the questionnaire?    Qui a rempli le questionnaire ?,who filled out the questionnaire qui a rempli le questionnaire,Admin,1.0,Yes
MBIC,How is the questionnaire completed?     Comment le questionnaire est-il rempli ?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
MBIC,"1. Has the person lost interest in friends, family, or home activities?    1. La",1 has the person lost interest in friends family or home activities 1 la personne a t elle perdu intérêt pour ses amis sa famille ou ses activités habituelles,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:,severity sévérité,Mood / Psychiatric,1.0,Yes
MBIC,2. Does the person lack curiosity in topics that would usually have attracted th,2 does the person lack curiosity in topics that would usually have attracted their interest 2 la personne manque t elle de curiosité pour des sujets qui normalement l intéressent,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:2,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,"3. Has the person become less spontaneous and active - for example, is she/he le",3 has the person become less spontaneous and active for example is she he less likely to initiate or maintain conversation 3 la personne est elle devenue moins spontanée et active par exemple est elle moins sujette à initier ou maintenir une conversation,Mood / Psychiatric,0.973,Yes
MBIC,Severity:    Sévérité:3,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,4. Has the person lost the motivation to act on their obligations or interests? ,4 has the person lost the motivation to act on their obligations or interests 4 la personne a t elle perdu sa motivation pour agir en lien avec ses obligations ou actions habituelles,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:4,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,5. Is the person less affectionate and/or lacking in emotions when compared to h,5 is the person less affectionate and or lacking in emotions when compared to her his usual self 5 la personne est elle moins affectueuse ou manque t elle d émotions par rapport à sa personnalité habituelle,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:5,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,6. Does she/he no longer care about anything?    6. La personne semble-t-elle ne,6 does she he no longer care about anything 6 la personne semble t elle ne plus se soucier de rien,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:6,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,7. Has the person developed sadness or appear to be in low spirits? Does she/he ,7 has the person developed sadness or appear to be in low spirits does she he have episodes of tearfulness 7 la personne a t elle développé de la tristesse ou apparait elle démoralisée a t elle des épisodes de pleurs,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:7,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,8. Has the person become less able to experience pleasure?    8. La personne a-t,8 has the person become less able to experience pleasure 8 la personne a t elle moins de capacité à ressentir du plaisir,Mood / Psychiatric,1.0,Yes
MBIC,Severity:    Sévérité:8,severity sévérité,Mood / Psychiatric,0.667,Yes
MBIC,9. Has the person become discouraged about their future or feel that she/he is a,9 has the person become discouraged about their future or feel that she he is a failure 9 la personne semble t elle découragée par rapport à son futur ou a t elle l impression d être un échec,Mood / Psychiatric,1.0,Yes
